Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Power (bhp),Seats,year_diff_from_2021
Mumbai,10.291399501396704,Petrol,Manual,First,15.8,4.8064770426931265,5.0,1.791759469228055
Delhi,10.596659732783579,Diesel,Automatic,First,12.9,5.167639042905921,7.0,1.6094379124341003
Pune,10.12667110305036,Petrol,Manual,Second,18.5,4.463606621666305,5.0,2.0794415416798357
Delhi,11.12238345151992,Diesel,Manual,First,23.08,4.160756327741352,5.0,2.0794415416798357
Hyderabad,11.264476926102367,Petrol,Manual,First,17.5,4.330733340286331,5.0,2.4849066497880004
Mumbai,10.308985993422082,Diesel,Manual,First,23.0,4.604770105966751,5.0,1.6094379124341003
Kolkata,11.165125309056464,Petrol,Manual,First,15.04,4.650143551630823,5.0,1.9459101490553132
Mumbai,10.896757843893464,Diesel,Manual,Second,19.01,4.695924549256556,5.0,1.9459101490553132
Mumbai,10.778977123006351,Diesel,Automatic,First,15.73,5.166669912482037,5.0,1.9459101490553132
Delhi,11.034905792929415,Diesel,Manual,First,12.99,4.61512051684126,7.0,2.302585092994046
Delhi,10.757924157061597,Petrol,Manual,Second,17.57,4.49647076906475,5.0,1.6094379124341003
Bangalore,12.049424683420915,Diesel,Manual,First,11.5,5.147494476813453,7.0,2.0794415416798357
Pune,11.58989576532275,Diesel,Automatic,First,16.09,5.220355825078324,5.0,2.302585092994046
Chennai,10.62135173563291,Diesel,Manual,First,22.7,4.77912349311153,5.0,1.791759469228055
Pune,11.097425172408931,Petrol,Manual,Second,17.0,4.77912349311153,5.0,2.302585092994046
Jaipur,11.87757552297847,Diesel,Manual,First,26.59,4.31748811353631,5.0,1.9459101490553132
Kochi,10.077734934062509,Diesel,Automatic,First,22.69,5.25227342804663,5.0,1.6094379124341003
Chennai,11.39640288460621,Petrol,Automatic,Second,19.34,4.343805421853684,5.0,2.1972245773362196
Coimbatore,10.567540572891696,Petrol,Automatic,First,21.4,4.432006566978902,5.0,1.3862943611198906
Coimbatore,11.138057454839442,Diesel,Manual,First,26.21,4.4942386252808095,5.0,1.3862943611198906
Coimbatore,10.047890880908506,Diesel,Automatic,First,17.9,4.919980925828125,5.0,1.6094379124341003
Delhi,10.349806654652559,Diesel,Manual,First,24.5,4.601162164590552,7.0,1.9459101490553132
Delhi,11.261845294962995,Diesel,Manual,First,12.99,4.6210435351443815,8.0,2.0794415416798357
Kochi,10.773943748066484,Diesel,Automatic,First,14.74,5.605434351638425,5.0,1.9459101490553132
Chennai,11.121673864676634,Petrol,Manual,Second,17.6,4.497584975308154,5.0,2.1972245773362196
Kochi,10.700521663560345,Diesel,Manual,First,25.44,4.070734696582967,5.0,2.1972245773362196
Delhi,11.077671028051311,Petrol,Manual,Second,12.8,5.185148668442399,5.0,2.302585092994046
Hyderabad,11.240617929624648,Petrol,Manual,First,19.7,3.856510295497887,5.0,2.70805020110221
Bangalore,10.975259507243907,Diesel,Automatic,First,19.3,4.955827057601261,5.0,2.1972245773362196
Delhi,11.184435286790631,Diesel,Manual,First,12.8,4.634728988229636,7.0,2.3978952727983707
Chennai,9.305741456739435,Diesel,Automatic,First,17.11,5.166669912482037,5.0,1.791759469228055
Kochi,10.72245207378078,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.6094379124341003
Kochi,10.998225679655636,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.791759469228055
Chennai,11.156264806643742,Petrol,Manual,Second,13.4,4.836281906951478,5.0,2.9444389791664403
Coimbatore,9.563388747859216,Diesel,Automatic,First,17.6,5.042521482958578,7.0,1.0986122886681098
Pune,11.184435286790631,Petrol,Manual,Second,17.0,4.394449154672439,5.0,2.4849066497880004
Mumbai,9.305741456739435,Petrol,Manual,First,17.01,4.8064770426931265,5.0,2.0794415416798357
Mumbai,10.571342565808699,Petrol,Manual,First,14.0,3.58351893845611,5.0,2.3978952727983707
Kochi,9.896261507444388,Petrol,Manual,First,24.7,3.877431560658527,5.0,1.0986122886681098
Bangalore,9.91095956737483,Diesel,Automatic,First,19.27,5.12764766249453,5.0,1.6094379124341003
Jaipur,11.156264806643742,Petrol,Manual,First,19.81,4.234830879855301,5.0,2.3978952727983707
Mumbai,11.034970305936874,Petrol,Automatic,Second,14.67,5.184364486472005,5.0,2.4849066497880004
Mumbai,10.146472946063877,Diesel,Automatic,First,21.5,4.695924549256556,5.0,1.791759469228055
Hyderabad,11.138973558699526,Diesel,Manual,First,17.8,4.330733340286331,5.0,2.1972245773362196
Pune,11.03005541721757,Petrol,Manual,First,14.8,4.876722876509988,5.0,2.4849066497880004
Coimbatore,10.99643381957761,Petrol,Automatic,First,12.05,5.043425116919247,5.0,2.4849066497880004
Hyderabad,11.153045390082548,Petrol,Manual,Second,17.92,4.144720769547168,5.0,2.70805020110221
Hyderabad,10.854913741178537,Diesel,Manual,First,17.8,4.330733340286331,5.0,1.791759469228055
Jaipur,11.385103457032141,Petrol,Automatic,First,11.1,4.962844630259907,5.0,2.5649493574615367
Kolkata,10.759029904936185,Diesel,Manual,First,20.77,4.497139441774387,7.0,2.0794415416798357
Kochi,11.152672699683611,Diesel,Manual,First,18.6,4.219507705176107,5.0,1.9459101490553132
Hyderabad,11.277215789596893,Diesel,Automatic,First,12.07,5.490589254195159,7.0,2.302585092994046
Coimbatore,10.5877201157065,Diesel,Automatic,First,17.11,5.166669912482037,5.0,1.791759469228055
Hyderabad,11.833565894429414,Diesel,Manual,First,22.3,4.31748811353631,5.0,2.302585092994046
Chennai,11.695255355062795,Diesel,Manual,Second,18.1,4.709530201312334,5.0,2.6390573296152584
Mumbai,9.305741456739435,Diesel,Automatic,First,16.1,5.272999558563747,5.0,1.3862943611198906
Mumbai,9.83097062169695,Diesel,Automatic,Second,22.69,5.25227342804663,5.0,2.0794415416798357
Ahmedabad,11.66912547206262,Diesel,Manual,First,24.0,4.2626798770413155,5.0,2.0794415416798357
Coimbatore,10.398945699170996,Petrol,Automatic,First,16.95,4.380775852772229,5.0,2.3978952727983707
Kochi,9.860005773924167,Petrol,Manual,First,16.1,4.454347296253507,5.0,1.791759469228055
Kolkata,10.463360450273136,Petrol,Manual,First,17.92,4.144720769547168,5.0,2.4849066497880004
Delhi,9.952325334619427,Diesel,Automatic,Second,17.54,5.749392985908253,4.0,2.1972245773362196
Mumbai,10.87806606028079,CNG,Manual,First,22.1,4.462453883786496,5.0,2.0794415416798357
Bangalore,10.491301994830229,Petrol,Manual,First,17.43,4.66814498514948,5.0,1.791759469228055
Ahmedabad,10.935283171500128,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.302585092994046
Pune,10.308985993422082,Diesel,Manual,First,28.4,4.31748811353631,5.0,1.3862943611198906
Kochi,10.342451909184696,Diesel,Automatic,First,19.5,4.955827057601261,5.0,1.791759469228055
Coimbatore,10.87049040995193,Diesel,Manual,First,19.6,4.695467823968872,5.0,2.1972245773362196
Bangalore,11.002116507732017,Diesel,Manual,First,10.5,4.795790545596741,8.0,2.833213344056216
Ahmedabad,10.691990366412826,Diesel,Automatic,First,18.12,5.25227342804663,5.0,1.791759469228055
Chennai,11.522885696764481,Petrol,Manual,Third,17.3,4.174387269895637,5.0,2.9444389791664403
Hyderabad,11.340593842205621,Petrol,Manual,First,14.0,4.174387269895637,5.0,2.70805020110221
Mumbai,9.546955455537143,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.6094379124341003
Pune,11.51293546492023,CNG,Manual,Third,17.0,4.144720769547168,5.0,2.833213344056216
Delhi,10.985309671896763,Diesel,Automatic,First,18.0,5.545177444479562,7.0,1.791759469228055
Hyderabad,10.275085591132715,Petrol,Automatic,Second,11.7,5.187385805840755,5.0,2.5649493574615367
Kochi,11.06911965638402,Diesel,Automatic,First,18.48,5.181783550292085,5.0,2.0794415416798357
Mumbai,10.566201298475118,Diesel,Manual,First,21.64,4.4520190064939165,5.0,2.302585092994046
Hyderabad,11.49273296168228,Diesel,Automatic,First,12.07,5.490589254195159,7.0,2.3978952727983707
Coimbatore,9.950848123895966,Diesel,Automatic,First,17.9,4.919980925828125,5.0,1.6094379124341003
Kolkata,7.972810784121404,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.3862943611198906
Hyderabad,11.141876276228,Diesel,Manual,First,19.3,4.316153890523174,5.0,1.791759469228055
Coimbatore,8.671458150427666,Diesel,Manual,First,21.13,4.695010889987881,5.0,1.3862943611198906
Coimbatore,10.265836369570664,Diesel,Automatic,Second,12.07,5.490589254195159,7.0,1.791759469228055
Jaipur,11.884495917930655,Petrol,Manual,First,18.9,4.220977213155467,5.0,2.772588722239781
Pune,11.170449240431308,Diesel,Manual,First,25.1,4.601162164590552,5.0,2.0794415416798357
Jaipur,9.392745258631441,Petrol,Manual,First,21.1,4.028916756899646,5.0,1.6094379124341003
Kochi,9.980633761712781,Diesel,Automatic,First,13.0,5.583496308781699,5.0,1.3862943611198906
Hyderabad,10.968215530759236,Diesel,Automatic,First,13.2,5.14166355650266,5.0,2.1972245773362196
Pune,10.571342565808699,Petrol,Automatic,Second,12.05,5.043425116919247,5.0,2.302585092994046
Coimbatore,10.537760141582941,Diesel,Manual,First,17.45,4.61512051684126,7.0,1.6094379124341003
Hyderabad,11.127277689932466,Petrol,Manual,First,18.5,4.463606621666305,5.0,2.302585092994046
Chennai,10.12667110305036,Diesel,Automatic,First,15.87,5.734731895300136,5.0,1.791759469228055
Kolkata,10.308985993422082,Petrol,Manual,First,18.6,4.387014176184921,5.0,2.4849066497880004
Pune,11.13047839740727,Petrol,Manual,First,19.1,4.463606621666305,5.0,2.0794415416798357
Delhi,10.859018228147887,Diesel,Manual,First,20.77,4.497584975308154,7.0,2.0794415416798357
Coimbatore,11.06024295525295,Diesel,Manual,First,20.45,4.440295542797857,5.0,1.9459101490553132
Hyderabad,10.967128752260185,Petrol,Automatic,First,15.5,4.473921899378137,5.0,2.0794415416798357
Coimbatore,9.997888227957612,Diesel,Automatic,First,17.11,5.166669912482037,5.0,1.9459101490553132
Hyderabad,11.502885230075814,Diesel,Manual,Second,18.7,4.204692619390966,5.0,2.995732273553991
Pune,11.034905792929415,Diesel,Manual,First,25.8,4.601162164590552,5.0,1.791759469228055
Mumbai,11.751958113348225,Diesel,Manual,First,12.8,4.634728988229636,8.0,2.772588722239781
Hyderabad,11.345701365855424,Petrol,Manual,Second,21.1,4.028916756899646,5.0,2.1972245773362196
Kochi,10.340257510472705,Petrol,Manual,First,22.7,4.0007662152625345,5.0,1.3862943611198906
Chennai,11.264476926102367,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.302585092994046
Hyderabad,11.350418300109132,Diesel,Manual,First,9.5,4.784152841516532,6.0,2.6390573296152584
Hyderabad,11.277215789596893,Diesel,Automatic,First,13.1,5.375278407684165,5.0,2.6390573296152584
Delhi,11.277215789596893,Diesel,Automatic,First,12.55,5.1328529268205045,7.0,2.0794415416798357
Coimbatore,10.782886058225875,Diesel,Manual,First,16.3,5.14166355650266,5.0,1.3862943611198906
Coimbatore,11.120741767167978,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.0794415416798357
Delhi,11.550365747944074,Diesel,Manual,Second,22.32,4.846703602413892,5.0,2.3978952727983707
Kolkata,10.717280334365933,Diesel,Manual,First,12.05,4.795790545596741,8.0,2.0794415416798357
Kochi,10.934463192488426,Petrol,Manual,First,19.81,4.234830879855301,5.0,2.1972245773362196
Hyderabad,12.019749091416921,Diesel,Manual,First,12.99,4.6210435351443815,8.0,2.3978952727983707
Coimbatore,11.087788121064543,Diesel,Automatic,First,11.36,5.150397236471415,7.0,1.6094379124341003
Hyderabad,11.650153765601537,Diesel,Manual,First,12.99,4.61512051684126,8.0,2.1972245773362196
Kochi,10.465471961643733,Diesel,Manual,First,23.4,4.31748811353631,5.0,1.9459101490553132
Kochi,10.560852102956302,Diesel,Automatic,First,17.01,4.845760650906022,5.0,1.791759469228055
Mumbai,11.166214996056205,Diesel,Manual,First,12.99,4.61512051684126,8.0,2.6390573296152584
Mumbai,11.326607934898927,Diesel,Manual,Second,20.54,4.650143551630823,5.0,2.3978952727983707
Hyderabad,11.695255355062795,Diesel,Manual,First,14.8,4.394449154672439,10.0,1.9459101490553132
Kochi,11.425044619193047,Diesel,Automatic,Second,11.18,5.220355825078324,7.0,2.0794415416798357
Mumbai,10.551532759183653,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.6390573296152584
Kolkata,10.518700218288165,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.3978952727983707
Mumbai,10.837402069163833,Petrol,Manual,First,17.0,4.144720769547168,5.0,2.772588722239781
Bangalore,10.691967639914864,Petrol,Manual,Second,18.0,4.473921899378137,5.0,2.1972245773362196
Pune,10.896757843893464,Petrol,Automatic,First,23.1,4.220095767527661,5.0,1.791759469228055
Chennai,11.407576060361786,Petrol,Manual,First,18.9,4.418840607796598,5.0,2.1972245773362196
Kolkata,10.463131911491967,Diesel,Manual,First,19.3,4.316153890523174,5.0,1.9459101490553132
Coimbatore,10.764793976077524,Petrol,Manual,Second,20.36,4.380775852772229,5.0,2.302585092994046
Mumbai,11.084432233241024,Diesel,Automatic,First,15.06,5.181783550292085,5.0,2.302585092994046
Coimbatore,10.964294126468339,Diesel,Automatic,Second,17.11,5.166669912482037,5.0,2.0794415416798357
Bangalore,11.373674891823535,Diesel,Manual,First,20.45,4.440295542797857,5.0,2.0794415416798357
Chennai,12.095325425373028,Diesel,Manual,First,11.56,5.299816242671772,7.0,2.70805020110221
Mumbai,8.987321812850125,Petrol,Automatic,First,22.5,4.219507705176107,5.0,1.791759469228055
Hyderabad,11.251573687764477,Petrol,Manual,First,13.5,4.875197323201151,5.0,2.70805020110221
Pune,9.933094897288786,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.791759469228055
Mumbai,9.487896348128954,Petrol,Manual,First,24.07,4.220977213155467,5.0,1.791759469228055
Bangalore,9.952325334619427,Diesel,Automatic,Second,12.07,5.490589254195159,7.0,1.9459101490553132
Delhi,10.545367754151743,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.791759469228055
Coimbatore,9.640823243059636,Petrol,Automatic,First,23.84,4.440649253819643,5.0,1.0986122886681098
Hyderabad,11.002116507732017,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.3978952727983707
Bangalore,11.23019113224238,Diesel,Manual,First,20.46,4.440295542797857,5.0,2.1972245773362196
Bangalore,11.002116507732017,Diesel,Manual,Second,13.49,4.9346897371814515,5.0,2.0794415416798357
Kolkata,10.33123586888475,Petrol,Manual,First,18.5,4.394449154672439,5.0,2.5649493574615367
Kolkata,9.99884318585288,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.1972245773362196
Pune,10.915106645867503,Petrol,Manual,First,22.0,4.02535169073515,5.0,1.9459101490553132
Jaipur,11.214708090603065,Diesel,Automatic,First,14.84,5.14166355650266,5.0,2.4849066497880004
Mumbai,9.61587214452889,Petrol,Automatic,First,16.82,5.24744503617428,4.0,1.791759469228055
Jaipur,10.950824090522445,Petrol,Manual,First,26.0,3.58351893845611,4.0,2.4849066497880004
Kolkata,11.037225643179612,Diesel,Manual,Second,26.21,4.4942386252808095,5.0,1.9459101490553132
Pune,10.819798284210286,Diesel,Manual,First,22.0,4.845760650906022,5.0,1.6094379124341003
Jaipur,10.545367754151743,Petrol,Manual,First,21.1,4.028916756899646,5.0,1.9459101490553132
Chennai,10.308985993422082,Diesel,Automatic,Second,18.12,5.25227342804663,5.0,1.791759469228055
Kochi,10.56452467917784,Petrol,Manual,First,19.4,4.475061500641071,5.0,1.791759469228055
Pune,10.06895961723459,Diesel,Manual,First,23.2,4.316687793365541,5.0,2.302585092994046
Chennai,11.156264806643742,Diesel,Automatic,First,18.88,5.220355825078324,5.0,2.0794415416798357
Pune,10.571342565808699,Diesel,Manual,First,26.59,4.31748811353631,5.0,1.791759469228055
Hyderabad,11.340665123970588,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.1972245773362196
Kolkata,10.714439990727769,Petrol,Manual,First,16.95,4.591071261608589,5.0,2.1972245773362196
Mumbai,10.990415173925399,Diesel,Automatic,First,14.39,5.104125637183595,5.0,2.1972245773362196
Ahmedabad,10.915143008181603,Petrol,Manual,First,17.5,4.463606621666305,5.0,2.302585092994046
Jaipur,11.76612478239762,Diesel,Manual,First,19.09,4.248495242049359,5.0,2.6390573296152584
Jaipur,10.747702092945403,Diesel,Manual,First,24.0,4.2626798770413155,5.0,1.791759469228055
Pune,12.100717685412471,Diesel,Manual,First,22.3,4.31748811353631,5.0,2.0794415416798357
Chennai,11.40005907278929,Diesel,Manual,Third,17.8,4.23410650459726,5.0,2.772588722239781
Pune,10.896757843893464,Diesel,Manual,First,19.87,4.440295542797857,5.0,1.791759469228055
Pune,11.461642696843066,Diesel,Automatic,Second,18.48,5.181783550292085,5.0,2.302585092994046
Kochi,11.102518164322746,Diesel,Manual,First,24.0,4.2626798770413155,5.0,1.9459101490553132
Bangalore,11.002116507732017,Petrol,Manual,First,19.4,4.475061500641071,5.0,2.302585092994046
Kolkata,10.545394068902477,Petrol,Automatic,First,12.3,5.101085197018328,5.0,2.4849066497880004
Bangalore,11.19822841866684,Petrol,Manual,Second,24.7,3.877431560658527,5.0,2.0794415416798357
Bangalore,11.0186455364637,Petrol,Manual,Second,16.2,4.646312129319266,5.0,2.3978952727983707
Hyderabad,11.695255355062795,Diesel,Manual,First,20.77,4.497584975308154,7.0,2.1972245773362196
Kochi,11.181472610149168,Petrol,Manual,First,12.9,4.639571612705423,5.0,2.302585092994046
Coimbatore,9.35487352270848,Diesel,Manual,First,19.67,4.845760650906022,5.0,1.791759469228055
Hyderabad,11.407576060361786,Diesel,Manual,First,20.34,4.646312129319266,5.0,2.0794415416798357
Kolkata,10.781141400795365,Petrol,Manual,First,17.4,4.773223770984341,5.0,2.0794415416798357
Pune,11.418625774449598,Petrol,Manual,Third,16.8,4.430816798843313,5.0,2.833213344056216
Kochi,10.982169205715358,Petrol,Manual,First,17.0,4.144720769547168,5.0,2.70805020110221
Coimbatore,10.432113800927626,Petrol,Automatic,Second,18.9,4.418840607796598,5.0,1.9459101490553132
Coimbatore,9.540866393419853,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.0986122886681098
Pune,11.412010608265987,CNG,Manual,First,26.2,4.0809215418899605,5.0,2.302585092994046
Jaipur,9.546884034617925,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.9459101490553132
Pune,11.703554089007538,Diesel,Manual,Second,17.8,4.330733340286331,5.0,2.70805020110221
Coimbatore,9.773435813175855,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.791759469228055
Pune,11.002116507732017,Diesel,Manual,First,19.87,4.440295542797857,5.0,1.791759469228055
Hyderabad,11.386193759131087,Diesel,Manual,Second,19.3,4.316153890523174,5.0,2.5649493574615367
Pune,12.0911162361989,Diesel,Manual,First,12.8,4.634728988229636,8.0,2.6390573296152584
Coimbatore,9.9016859305895,Petrol,Manual,Second,25.4,3.6506582412937387,4.0,1.9459101490553132
Mumbai,6.90875477931522,Petrol,Manual,First,18.12,4.475061500641071,5.0,1.0986122886681098
Jaipur,8.987321812850125,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.6094379124341003
Pune,9.127067452782361,Petrol,Manual,First,15.4,4.773223770984341,7.0,1.791759469228055
Hyderabad,10.275085591132715,Diesel,Manual,First,27.4,4.601162164590552,5.0,1.9459101490553132
Mumbai,10.203629181337648,Diesel,Manual,First,19.67,4.845760650906022,5.0,1.6094379124341003
Delhi,10.038935856711177,Petrol,Manual,First,21.4,4.432006566978902,5.0,1.3862943611198906
Hyderabad,10.819798284210286,Diesel,Automatic,First,14.16,5.1664987919271885,5.0,2.0794415416798357
Jaipur,11.005560512833219,Diesel,Manual,First,25.8,4.601162164590552,5.0,1.9459101490553132
Coimbatore,11.524063209380685,Diesel,Automatic,First,11.0,5.4638318050256105,5.0,2.4849066497880004
Jaipur,10.645448706505872,Petrol,Manual,First,15.6,4.2626798770413155,5.0,2.4849066497880004
Pune,11.440365524765756,Petrol,Manual,Third,18.9,4.220977213155467,5.0,2.995732273553991
Ahmedabad,11.002116507732017,Petrol,Manual,Second,19.81,4.234830879855301,5.0,2.302585092994046
Kochi,11.099271922956497,Diesel,Automatic,First,21.66,4.649378440652412,5.0,1.9459101490553132
Kolkata,10.130662964963708,Diesel,Automatic,First,17.85,5.707110264748875,4.0,1.9459101490553132
Kochi,10.115934094302002,Petrol,Automatic,First,15.04,5.214935757608986,5.0,1.6094379124341003
Ahmedabad,10.62135173563291,Petrol,Automatic,Second,10.4,5.308267697401205,5.0,2.6390573296152584
Chennai,10.308985993422082,Petrol,Manual,First,20.73,4.522874943261261,5.0,1.9459101490553132
Kolkata,10.491301994830229,Diesel,Manual,First,22.7,4.5090997172373575,5.0,2.1972245773362196
Hyderabad,10.603610346832498,Diesel,Manual,First,16.5,4.2626798770413155,7.0,1.6094379124341003
Kochi,10.753766678816367,Petrol,Manual,First,24.07,4.220977213155467,5.0,1.3862943611198906
Mumbai,11.002116507732017,Petrol,Manual,First,17.5,4.463606621666305,5.0,1.9459101490553132
Mumbai,11.51293546492023,Petrol,Manual,First,17.57,4.49647076906475,5.0,1.6094379124341003
Kolkata,10.40386882344017,Petrol,Manual,First,16.1,4.562680134367139,5.0,2.0794415416798357
Coimbatore,10.849938847305134,Diesel,Automatic,First,10.91,5.289276621895888,7.0,1.3862943611198906
Jaipur,11.30783055263325,Diesel,Manual,First,15.8,5.14166355650266,5.0,2.1972245773362196
Ahmedabad,10.524870166866762,Petrol,Automatic,First,16.95,4.380775852772229,5.0,2.302585092994046
Delhi,11.200964361058276,Petrol,Manual,First,17.0,4.77912349311153,5.0,2.5649493574615367
Ahmedabad,11.182015728917522,Diesel,Automatic,First,19.3,4.955827057601261,5.0,1.9459101490553132
Chennai,11.767575435251748,Diesel,Manual,First,25.0,4.248495242049359,5.0,1.6094379124341003
Pune,11.314486721293981,Petrol,Manual,First,18.9,4.220977213155467,5.0,2.302585092994046
Kochi,10.608069110721736,Diesel,Manual,First,19.67,4.845760650906022,5.0,1.6094379124341003
Hyderabad,11.034324988498975,Petrol,Manual,First,19.0,4.206184043977636,5.0,2.5649493574615367
Kochi,9.64646400103814,Petrol,Manual,First,22.5,4.220095767527661,5.0,2.3978952727983707
Kolkata,10.043292972227004,Petrol,Manual,First,17.3,4.773223770984341,7.0,2.0794415416798357
Coimbatore,10.686635387740004,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.302585092994046
Coimbatore,9.826714493730215,Diesel,Manual,First,22.54,4.496805161309966,5.0,1.3862943611198906
Hyderabad,10.181157167204903,Petrol,Manual,First,23.1,4.220095767527661,5.0,1.6094379124341003
Pune,10.370392636243981,Petrol,Manual,First,13.4,5.067645548813036,5.0,2.3978952727983707
Chennai,10.571342565808699,Diesel,Manual,First,20.0,4.23410650459726,5.0,2.4849066497880004
Hyderabad,10.729240697644094,Diesel,Manual,First,27.3,4.601162164590552,5.0,1.791759469228055
Ahmedabad,10.584081267024454,Diesel,Automatic,First,15.0,5.3230099791384085,5.0,1.791759469228055
Chennai,10.896757843893464,Diesel,Automatic,First,17.9,4.919980925828125,5.0,1.9459101490553132
Chennai,9.90353755128617,Diesel,Automatic,First,18.5,5.099866427824199,5.0,2.302585092994046
Bangalore,10.915106645867503,Diesel,Automatic,First,11.8,5.512218336495314,5.0,2.5649493574615367
Kolkata,10.778977123006351,Diesel,Automatic,First,22.32,4.846703602413892,5.0,2.0794415416798357
Kolkata,11.156264806643742,Diesel,Automatic,First,22.69,5.25227342804663,5.0,2.3978952727983707
Delhi,11.034905792929415,Diesel,Manual,First,22.32,4.846703602413892,5.0,2.0794415416798357
Kochi,10.645305842559727,Petrol,Manual,First,22.5,4.220095767527661,5.0,2.0794415416798357
Hyderabad,11.598029190215417,Diesel,Manual,Second,20.0,4.23410650459726,5.0,2.4849066497880004
Coimbatore,10.118881150390276,Petrol,Manual,First,18.15,4.418840607796598,6.0,1.6094379124341003
Pune,11.982935344196433,Diesel,Manual,First,17.0,4.2626798770413155,5.0,2.772588722239781
Hyderabad,10.308985993422082,Diesel,Automatic,First,18.49,4.61512051684126,7.0,1.6094379124341003
Bangalore,10.839600519357369,Diesel,Automatic,First,15.17,5.204006687076795,5.0,1.9459101490553132
Jaipur,11.080248448509378,Petrol,Manual,First,21.5,4.416428061391214,5.0,1.9459101490553132
Kochi,11.163892673824131,CNG,Manual,First,31.79,4.083115080270552,5.0,1.791759469228055
Coimbatore,10.138559674715612,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.6094379124341003
Mumbai,11.40611946065242,Diesel,Manual,First,12.7,4.767289035464526,8.0,2.772588722239781
Jaipur,11.547481469111835,Diesel,Manual,Third,12.6,4.727387818712341,7.0,2.70805020110221
Hyderabad,11.131416112674295,Petrol,Manual,First,17.92,4.144720769547168,5.0,2.6390573296152584
Kochi,11.002666347375978,Diesel,Automatic,First,18.18,5.5254529391317835,4.0,2.0794415416798357
Kochi,10.857497871437298,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.3862943611198906
Mumbai,9.820920828879165,Diesel,Manual,First,23.4,4.31748811353631,5.0,1.6094379124341003
Kochi,10.618078170389724,Petrol,Manual,First,19.5,4.474605815966975,5.0,1.791759469228055
Pune,10.91512482718983,Diesel,Automatic,First,16.36,5.240158452374504,5.0,2.0794415416798357
Kochi,9.926715678655334,Petrol,Automatic,First,16.82,5.24744503617428,4.0,1.6094379124341003
Jaipur,9.04793908261736,Petrol,Manual,First,21.1,4.028916756899646,5.0,1.6094379124341003
Ahmedabad,10.714439990727769,Diesel,Automatic,Second,16.77,5.490506742540341,5.0,2.6390573296152584
Pune,8.699681400989514,Petrol,Manual,First,17.19,4.417152436649256,5.0,1.791759469228055
Chennai,9.305741456739435,Diesel,Manual,First,28.4,4.31748811353631,5.0,1.3862943611198906
Kochi,11.290594083756577,Diesel,Manual,First,22.7,4.5090997172373575,5.0,1.9459101490553132
Kolkata,10.306650011581617,Petrol,Manual,First,18.9,4.220977213155467,5.0,1.791759469228055
Mumbai,10.801736505909519,Diesel,Manual,First,20.34,4.646312129319266,5.0,2.1972245773362196
Kolkata,10.915106645867503,Petrol,Manual,First,17.6,4.49647076906475,5.0,2.302585092994046
Bangalore,10.043292972227004,Petrol,Manual,First,18.7,4.49647076906475,5.0,1.9459101490553132
Coimbatore,10.910130740440835,Diesel,Manual,First,20.14,4.496805161309966,5.0,1.791759469228055
Kochi,10.355422675029144,Diesel,Manual,First,21.66,4.697019839617971,5.0,1.3862943611198906
Kochi,10.886370944359415,Petrol,Manual,First,16.8,4.76473475565943,5.0,1.9459101490553132
Hyderabad,10.239995502805316,Petrol,Automatic,First,16.5,4.475061500641071,5.0,2.0794415416798357
Mumbai,9.50397966490209,Petrol,Automatic,First,14.3,4.649378440652412,5.0,1.6094379124341003
Hyderabad,11.156264806643742,Diesel,Manual,First,16.8,4.709530201312334,5.0,2.3978952727983707
Jaipur,11.306036587736513,Diesel,Manual,First,21.19,4.497139441774387,5.0,1.9459101490553132
Kochi,9.515985144802135,Petrol,Automatic,First,21.4,4.432006566978902,5.0,1.0986122886681098
Mumbai,11.225256725762893,Petrol,Manual,Second,11.1,5.073923033332174,5.0,2.6390573296152584
Coimbatore,10.973546033786176,Petrol,Manual,Second,19.1,4.463606621666305,5.0,2.0794415416798357
Pune,11.407576060361786,Diesel,Manual,Second,19.3,4.316153890523174,5.0,2.5649493574615367
Jaipur,11.326607934898927,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.302585092994046
Jaipur,10.526292737664825,Petrol,Manual,First,20.85,4.432482078162375,5.0,1.6094379124341003
Jaipur,10.043292972227004,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.6094379124341003
